,chi,gamma
0,0.001,1.51+/-0.24
1,0.31495926535897933,-0.511+/-0.013
2,0.6289185307179587,-0.564+/-0.007
3,0.942877796076938,-0.556+/-0.006
4,1.2568370614359172,-0.546+/-0.004
5,1.5707963267948966,-0.5311+/-0.0034
