,W3_name_T,W3_min_T,W5_t1_name_T,W5_t1_min_T,W5_t2_name_T,W5_t2_min_T,W5_t3_name_T,W5_t3_min_T
0,2,9.374998630460565e-08,3,1.1554671624478029e-14,6,-0.0002499999583333353,9,1.4239268753055004e-14
0,6,0.009164434525127083,2,8.534839501805891e-16,6,-0.07744443515534839,8,3.941291737419306e-15
0,1,0.034876007537744586,1,3.3306690738754696e-16,5,-0.14706763916465776,9,-2.7755575615628914e-17
0,1,0.07166861127612423,2,4.08006961549745e-15,6,-0.20231301093705845,8,4.829470157119431e-15
0,1,0.10824085488177232,3,2.0844437287337314e-14,6,-0.23777957516812148,9,5.551115123125783e-17
0,1,0.12499999999999996,3,5.551115123125783e-17,6,-0.2499999999999999,9,2.7755575615628914e-17
