,W3_name_T,W3_min_T,W5_t1_name_T,W5_t1_min_T,W5_t2_name_T,W5_t2_min_T,W5_t3_name_T,W5_t3_min_T
0,5,3.1249991508588266e-08,3,6.649104345014627e-16,4,-0.0004330126297234391,9,7.537287603390463e-14
0,2,0.003017025149774182,3,4.846817391879199e-15,6,-0.13413769645253668,9,5.516420653606247e-16
0,1,0.011059050437909432,1,4.9404924595819466e-15,6,-0.25472862318239375,7,2.7755575615628914e-17
0,2,0.021379437929578693,3,3.3306690738754696e-16,6,-0.350416413975224,7,7.771561172376096e-15
0,1,0.03007906327905721,1,1.942890293094024e-15,6,-0.4118463051933293,7,5.245803791353865e-15
0,1,0.03349364905389035,1,-2.7755575615628914e-17,6,-0.4330127018922192,9,2.7755575615628914e-17
