,W3_name_T,W3_min_T,W5_t1_name_T,W5_t1_min_T,W5_t2_name_T,W5_t2_min_T,W5_t3_name_T,W5_t3_min_T
0,1,9.374998630184983e-08,3,1.0269562977782698e-15,6,8.429313421437563e-14,8,-0.0002499999583333301
0,2,0.00916443452512708,2,1.942890293094024e-16,6,9.71445146547012e-17,8,-0.0774444351553483
0,1,0.034876007537744586,2,0.0,5,6.522560269672795e-15,9,-0.14706763916465784
0,1,0.0716686112761242,1,4.0245584642661925e-15,4,2.3869795029440866e-15,9,-0.202313010937059
0,1,0.10824085488177226,3,1.0651202142497596e-15,4,5.273559366969494e-16,9,-0.23777957516812143
0,6,0.12499999999999992,3,0.0,5,0.0,9,-0.25
