,W3_name_T,W3_min_T,W5_t1_name_T,W5_t1_min_T,W5_t2_name_T,W5_t2_min_T,W5_t3_name_T,W5_t3_min_T
0,1,-2.7755575615628914e-17,1,0.0,5,-2.7755575615628914e-17,7,-0.000499999916666688
0,2,-5.551115123125783e-17,3,-2.7755575615628914e-17,5,-2.7755575615628914e-17,9,-0.15488887031069692
0,1,-2.7755575615628914e-17,2,-5.551115123125783e-17,4,-2.7755575615628914e-17,9,-0.29413527832931563
0,2,-2.7755575615628914e-17,1,-2.7755575615628914e-17,5,-1.3877787807814457e-17,9,-0.4046260218741179
0,1,-2.7755575615628914e-17,1,-2.7755575615628914e-17,5,-2.0816681711721685e-17,9,-0.4755591503362431
0,1,0.0,1,0.0,4,0.0,9,-0.4999999999999999
