,W3_name_T,W3_min_T,W5_t1_name_T,W5_t1_min_T,W5_t2_name_T,W5_t2_min_T,W5_t3_name_T,W5_t3_min_T
0,6,1.1662657603853259e-07,3,-1.796758051451344e-17,6,-0.0001294095009652532,9,1.7626145239244375e-15
0,5,0.011454144454293737,3,4.15639744844043e-15,4,-0.040088189510822735,9,4.544975507059235e-16
0,1,0.04428181790251882,1,8.451572774959004e-15,6,-0.07612781186815762,7,4.163336342344337e-17
0,2,0.09407927381352693,1,6.772360450213455e-15,4,-0.10472492060509085,7,1.1102230246251565e-16
0,2,0.15126663712008886,2,1.5154544286133387e-14,6,-0.12308376517979248,8,2.7755575615628914e-17
0,1,0.18529523872436976,1,-2.7755575615628914e-17,6,-0.12940952255126037,9,-5.551115123125783e-17
