,trial,eta,chi,fidelity,purity,AT_fidelity,W3_name_T,W3_min_T,W3_name_AT,W3_min_AT,W3_name_E,W3_min_E,W3_unc_E,W5_t1_name_T,W5_t1_min_T,W5_t1_name_AT,W5_t1_min_AT,W5_t1_name_E,W5_t1_min_E,W5_t1_unc_E,W5_t2_name_T,W5_t2_min_T,W5_t2_name_AT,W5_t2_min_AT,W5_t2_name_E,W5_t2_min_E,W5_t2_unc_E,W5_t3_name_T,W5_t3_min_T,W5_t3_name_AT,W5_t3_min_AT,W5_t3_name_E,W5_t3_min_E,W5_t3_unc_E,UV_HWP,QP,B_HWP
0,1,45,90,0.009016222,0.947160581,0.01633585,6,0.03125,6,0.028581571,2,0.021461563,0.000287836,3,0.001630512,3,0.003940457,1,0.001107975,0.000457583,6,-0.014096684,6,-0.008562809,6,-0.027685787,0.000323897,9,-0.056178612,8,-0.04427388,9,-0.057669863,0.000330853,-67.12737478,-28.13743447,67.5
0,1,45,90,0.009016222,0.947160581,0.01633585,6,0.03125,6,0.028583707,2,0.019375154,0.000319163,3,0.000492634,2,0.002447246,1,-0.000167527,0.000461329,6,-0.018794105,6,-0.035087812,6,-0.046880882,0.000339533,8,-0.03963317,8,-0.036010484,7,-0.046880882,0.000326423,-67.12737478,-28.13743447,67.5
0,1,45,90,0.009016222,0.947160581,0.01633585,6,0.03125,6,0.028647515,2,0.01924747,0.000309545,3,0.000323002,1,0.004846821,1,0.003046005,0.000511966,4,0.000323002,6,-0.019793057,4,0.003046005,0.000344352,8,-0.039718432,8,-0.036305837,7,-0.040310671,0.000307469,-67.12737478,-28.13743447,67.5
0,1,45,90,0.009016222,0.947160581,0.01633585,6,0.03125,6,0.028581701,2,0.019249017,0.000309423,2,0.004855367,3,0.000941873,1,0.001878804,0.0004575,6,-0.054775156,4,0.000941873,4,0.001878804,0.000391504,7,-0.054775156,9,-0.057441588,7,-0.020170512,0.000335571,-67.12737478,-28.13743447,67.5
0,1,45,90,0.009016222,0.947160581,0.01633585,6,0.03125,6,0.028646655,2,0.026010228,0.0002784,1,0.002439506,2,0.001843217,1,-0.001287375,0.000469987,4,0.002439506,6,-0.025559467,6,-0.023491431,0.000407543,8,-0.048021243,7,-0.025559467,7,-0.030385283,0.000262815,-67.12737478,-28.13743447,67.5
0,1,45,90,0.009016222,0.947160581,0.01633585,6,0.03125,6,0.028621784,2,0.022734175,0.000283671,3,0.00108844,2,-0.001368279,2,0.005126146,0.000459604,6,-0.026183114,6,-0.002972837,4,0.005126146,0.000438904,9,-0.026793711,9,-0.020110493,7,-0.043401287,0.000335188,-67.12737478,-28.13743447,67.5
0,1,45,90,0.009016222,0.947160581,0.01633585,6,0.03125,6,0.028623416,2,0.023059681,0.000354031,3,0.000798606,3,0.011367509,1,0.020532712,0.000572163,6,-0.040792924,4,0.003849944,6,-0.036031733,0.000445841,8,-0.053869306,9,-0.051564658,9,-0.048777382,0.000328074,-67.12737478,-28.13743447,67.5
0,1,45,90,0.009016222,0.947160581,0.01633585,6,0.03125,3,0.02876589,2,0.0244077,0.000361469,3,0.000374434,3,0.007243801,1,0.004181625,0.000454522,6,-0.02972315,6,-0.044247104,6,-0.004430645,0.000378889,8,-0.054100725,7,-0.044247104,9,-0.047866906,0.000338403,-67.12737478,-28.13743447,67.5
0,1,45,90,0.009016222,0.947160581,0.01633585,6,0.03125,6,0.028689175,2,0.019471606,0.000321459,3,0.001553728,3,-0.000813673,1,0.008932151,0.00051953,4,0.001553728,4,-0.000813673,6,-0.019647607,0.000363956,8,-0.061928102,8,-0.057584911,7,-0.04449963,0.000335754,-67.12737478,-28.13743447,67.5
0,1,45,90,0.009016222,0.947160581,0.01633585,6,0.03125,6,0.028583537,2,0.02719931,0.000374365,1,0.000754173,2,-0.000117332,1,0.008451552,0.000425428,6,-0.022430862,6,-0.049956391,4,0.004465219,0.00042229,8,-0.044947581,7,-0.049956391,7,-0.049152242,0.000333726,-67.12737478,-28.13743447,67.5
