,chi,gamma
0,0.31495926535897933,-0.670+/-0.019
1,0.6289185307179587,-0.866+/-0.010
2,0.942877796076938,-0.967+/-0.007
3,1.2568370614359172,-1.018+/-0.005
4,1.5707963267948966,-1.066+/-0.005
