,chi,gamma
0,0.001,0.520+/-0.024
1,0.31495926535897933,1.376+/-0.014
2,0.6289185307179587,1.798+/-0.009
3,0.942877796076938,1.924+/-0.005
4,1.2568370614359172,2.009+/-0.005
5,1.5707963267948966,2.056+/-0.006
