,chi,gamma
0,0.31495926535897933,-0.979+/-0.016
1,0.6289185307179587,-0.997+/-0.011
2,0.942877796076938,-0.969+/-0.007
3,1.2568370614359172,-0.986+/-0.006
4,1.5707963267948966,-0.980+/-0.005
