,chi,gamma
0,0.31495926535897933,-0.346+/-0.020
1,0.6289185307179587,-0.798+/-0.011
2,0.942877796076938,-0.874+/-0.009
3,1.2568370614359172,-0.903+/-0.006
4,1.5707963267948966,-0.933+/-0.004
