,chi,gamma
0,0.001,1.73+/-0.21
1,0.31495926535897933,-0.503+/-0.014
2,0.6289185307179587,-0.564+/-0.007
3,0.942877796076938,-0.538+/-0.005
4,1.2568370614359172,-0.543+/-0.005
5,1.5707963267948966,-0.517+/-0.006
