,Chi Theory,Chi Actual (VD/HA),Chi Actual (corrected for ratio: HA/VD)
0,0.001,2.934+/-0.006,0.208+/-0.006
1,0.31495926535897933,2.8247+/-0.0029,0.3169+/-0.0029
2,0.6289185307179587,2.5191+/-0.0030,0.6225+/-0.0030
3,0.942877796076938,2.2041+/-0.0028,0.9375+/-0.0028
4,1.2568370614359172,1.890+/-0.004,1.251+/-0.004
5,1.5707963267948966,1.571+/-0.005,1.571+/-0.005
