,chi,gamma
0,0.31495926535897933,-1.766+/-0.014
1,0.6289185307179587,-1.343+/-0.009
2,0.942877796076938,-1.218+/-0.005
3,1.2568370614359172,-1.133+/-0.005
4,1.5707963267948966,-1.086+/-0.006
