,trial,chi,fidelity,purity,AT_fidelity,W3_name_T,W3_min_T,W3_name_AT,W3_min_AT,W3_name_E,W3_min_E,W3_unc_E,W5_t1_name_T,W5_t1_min_T,W5_t1_name_AT,W5_t1_min_AT,W5_t1_name_E,W5_t1_min_E,W5_t1_unc_E,W5_t2_name_T,W5_t2_min_T,W5_t2_name_AT,W5_t2_min_AT,W5_t2_name_E,W5_t2_min_E,W5_t2_unc_E,W5_t3_name_T,W5_t3_min_T,W5_t3_name_AT,W5_t3_min_AT,W5_t3_name_E,W5_t3_min_E,W5_t3_unc_E,UV_HWP,QP,B_HWP
0,27,0.057295779513082325,0.9931954074069608,0.9841214393409038,0.9932065060276739,2,8.749999269586084e-08,2,8.749999269586084e-08,1,0.0020786043097938967,0.00041969724522251885,3,0.17467500005565617,3,0.17468016058552585,3,0.16854944320786075,0.002988143652914392,6,1.101091813213162e-07,6,8.903399625892483e-08,6,0.0010835036278631083,0.002574753026516041,9,8.754827665602427e-08,9,8.775521863346736e-08,9,0.0015999801077807851,0.001996825619465505,-132.80944546640364,-14.330019828737022,0
0,27,18.045836623610466,0.993013931525164,0.9830353161478607,0.995540381874183,2,0.008608425282108007,2,0.008608425282108007,2,0.011801171663066823,0.0010151827221276655,2,0.07432223429804699,3,0.07603020076412037,3,0.0798092858587271,0.0037405671875446996,6,0.008608425282116736,6,0.008608425282108242,6,0.010366182588069109,0.001868913874634143,9,0.008608425282154289,9,0.008608425282108007,9,0.010418865821841247,0.0023400983164674673,-128.61497670240013,-14.309600348429704,0
0,27,36.03437746770785,0.9954396853196701,0.9790800830806162,0.99867729123432,2,0.03348376891620641,2,0.03348376891620641,2,0.034560256531398846,0.0008754991952052948,3,-0.01618793091405521,2,-0.01218829528334428,3,-0.009769665441879016,0.002867654755032086,6,0.033483768916209924,6,0.03348376891639647,6,0.032099042908121295,0.0014012949166865162,9,0.03348376891620699,9,0.03348376891638514,9,0.03286269307692416,0.0013520413613213468,-124.16799169028909,-14.242802600615,0
0,27,54.022918311805235,0.9939175067423582,0.9706851092061521,0.9972169204399775,2,0.07219422026590673,2,0.07219422026590666,2,0.07352036185055089,0.0013073132091654743,3,-0.08800691421817675,3,-0.08029689524984393,3,-0.08071604054474402,0.002392916885184927,6,0.07219422026590794,6,0.07219422026590672,6,0.07050132991704769,0.0016011775779720047,9,0.07219422027214177,9,0.0721942202660196,9,0.07173587208256549,0.0016242163036536371,-119.72607831697337,-14.300579882945065,0
0,27,72.01145915590261,0.9839656361915242,0.960856256065459,0.9906026147626854,2,0.120955314043792,2,0.120955314043792,2,0.12272158957662552,0.002422271386994395,3,-0.13411344771855804,3,-0.12201359007433951,3,-0.11931243985056869,0.0024968301462369963,6,0.12095531404379203,6,0.12095531404390548,6,0.12026451210509306,0.002472376661794007,9,0.12095531404389684,9,0.12095531404379566,9,0.1198782562786368,0.0025541955705815525,-115.47315338715691,-14.288185094524502,0
0,27,90.0,0.975139993071523,0.9506330650428354,0.9946624681475944,2,0.175,2,0.17499999999999993,4,0.17431245100442444,0.003004943931394025,3,-0.15000000000000013,3,-0.13395574613892158,3,-0.13370951185188676,0.0021059785803462087,4,0.175,4,0.175,6,0.17261833095625562,0.0022046496010132343,7,0.175,7,0.175,9,0.17221260096184493,0.0029538662531922014,-111.02239096250102,-14.2599139506072,0
