,trial,chi,fidelity,purity,AT_fidelity,W3_name_T,W3_min_T,W3_name_AT,W3_min_AT,W3_name_E,W3_min_E,W3_unc_E,W5_t1_name_T,W5_t1_min_T,W5_t1_name_AT,W5_t1_min_AT,W5_t1_name_E,W5_t1_min_E,W5_t1_unc_E,W5_t2_name_T,W5_t2_min_T,W5_t2_name_AT,W5_t2_min_AT,W5_t2_name_E,W5_t2_min_E,W5_t2_unc_E,W5_t3_name_T,W5_t3_min_T,W5_t3_name_AT,W5_t3_min_AT,W5_t3_name_E,W5_t3_min_E,W5_t3_unc_E,UV_HWP,QP,B_HWP
<<<<<<< HEAD
0,3,0.057295779513082325,0.5814771487914375,0.9817423048459906,0.5814862786208933,1,7.218748637664266e-08,2,7.409835062360236e-08,2,0.0023163651667615945,0.0002891178963589906,3,0.06543971174710389,3,0.06543971508596669,3,0.0651760247761822,0.001558380873309093,6,-7.403109570441717e-07,6,-5.506459044039127e-07,6,0.00029267669718841243,0.0008203021606680573,9,4.3041705047319745e-08,9,4.5939223231039605e-08,9,0.00017668863953482217,0.0012821487767871414,-44.391315819023575,-16.145629569512483,67.5
0,3,18.045836623610466,0.5833535609467478,0.9807363979240353,0.5845628713744736,2,0.007026004292324752,2,0.007225053046285235,2,0.0020802674057145143,0.0006613808433018351,3,0.06543971174708925,3,0.06577790968486436,3,0.07008968011730457,0.0012194285836318183,6,-0.06497988521409964,6,-0.06292300459723482,6,-0.0455157534994276,0.00129381994299123,9,0.004120558477698766,9,0.004267499530650504,9,0.0009079679154272886,0.0006809126368508703,-47.961922033799524,-16.145629569512483,67.5
0,3,36.03437746770785,0.5882511755677695,0.9716400064649307,0.5899587526574177,2,0.026372372587076323,1,0.027517761239452036,2,0.018774506491734885,0.0010503589283980558,3,0.06543971174715678,3,0.06723408415492113,3,0.07791771511602252,0.002021001148481763,6,-0.1652674133914538,6,-0.15866821226831748,6,-0.14911872904286444,0.0016617645922079242,9,0.01572594754962412,9,0.01656466667284042,9,0.012711555132888151,0.0013678173492217343,-52.72039685146891,-16.145629569512483,67.5
0,3,54.022918311805235,0.5882558129077216,0.9566020501071133,0.5897826703957632,1,0.052863994061908365,1,0.05662420227095692,2,0.04095822252992565,0.0016677382009919418,3,0.06543971174710489,3,0.07064464449991109,3,0.0809487123292458,0.0017177951161115087,6,-0.2502509310435155,6,-0.23594025407538857,6,-0.23810312875191517,0.0014152810604745882,9,0.03266454170899322,9,0.03541060787337638,9,0.027148561479370947,0.001778203806001143,-57.38036269220024,-16.145629569512483,67.5
0,3,72.01145915590261,0.5775542137189819,0.9496024836728518,0.5782100122334268,3,0.06842093316261699,3,0.07621020817678556,2,0.06952829960185786,0.0015190589115222004,3,0.06543971174712163,3,0.07383279548828708,3,0.07651424654723155,0.001792538915838622,6,-0.3057657861478665,6,-0.28604221505557875,6,-0.2894087482273614,0.00102885854383659,9,0.05115495708584822,9,0.056411873688737596,9,0.048412429373916904,0.001542075564021791,-61.86658075325563,-16.145629569512483,67.5
0,3,90.0,0.5587947623910946,0.9488356308565249,0.5700947458592276,1,0.08749999999999997,1,0.09581420998581466,5,0.0785725010142567,0.0016175216178061019,2,0.06543971174708249,3,0.07488262246448088,3,0.06736314855759135,0.001628178556404842,6,-0.325,4,-0.3038946977283165,6,-0.30542313550854294,0.001073650594486128,8,0.06543971174708246,8,0.07271630689119077,9,0.05864346126890385,0.0016150358864601261,-66.36463812237949,-16.145629569512483,67.5
=======
0,3,0.057295779513082325,0.3468036539452525,0.9817423048459906,0.3713478103407243,1,3.7259300846026466e-08,1,3.7303634140006814e-08,2,0.002316365166761571,0.0002891179050887016,3,0.01233746562163257,3,0.01211180114506169,3,0.0651760247858259,0.0015583919628753072,6,-6.068254348318147e-08,6,-8.210504594610701e-08,6,0.00029267670014096383,0.00082028945531036,9,3.8842087643486956e-08,9,1.3317411617919106e-08,9,0.00017668863749287222,0.00128215005021209,-44.391315819023575,-16.145629569512483,67.5
0,3,18.045836623610466,0.3480675583745598,0.9807363979240353,0.36854024250837664,1,0.0036632993430743624,1,0.0036678978127251335,2,0.00208026740571441,0.0006613808301945495,3,-0.014410150926383508,3,-0.014267833771671137,3,0.07008968040747782,0.0012193131334740797,4,-0.008569520324534119,4,-0.008506215285634444,6,-0.04551575349959203,0.0012938197834230357,9,0.000620824269131369,9,0.0006187204771942525,9,0.0009079679574532928,0.0006808698812076937,-47.961922033799524,-16.145629569512483,67.5
0,3,36.03437746770785,0.3507442101895093,0.9716400064649307,0.3622188784777079,1,0.014218649808772812,1,0.014244877056090996,2,0.018774506491734864,0.0010503589328210625,3,-0.028769187688337583,3,-0.028329726813700287,3,0.0779177151443019,0.0020209597917145504,4,-0.029015903984941097,4,-0.028484285379706903,6,-0.1491187290424688,0.0016617641092078659,9,0.0024119960927920722,9,0.0023980080654688457,9,0.012711555132100247,0.0013678131021417762,-52.72039685146891,-16.145629569512483,67.5
0,3,54.022918311805235,0.3512410059241665,0.9566020501071133,0.3553933733578004,1,0.03052029151167772,1,0.030605427177849608,2,0.040958222529925634,0.0016677382015672345,3,-0.02874577467536346,3,-0.028301056933846783,3,0.08094871233187176,0.0017177644128286128,4,-0.046062338660107935,4,-0.04467171860864863,6,-0.2381031287519587,0.0014152811110081135,9,0.005188881884673507,9,0.005129408810307469,9,0.027148561479505978,0.0017782030213934635,-57.38036269220024,-16.145629569512483,67.5
